--------------------NEW LOG--------------------
Logger started at: 2021-9-23 18:41:9
Validation Loss Decreased(inf--->0.02466) 	 Saving The Model
Validation Loss Decreased(0.01611--->0.01611) 	 Saving The Model
Validation Loss Decreased(0.01611--->0.01611) 	 Saving The Model
Validation Loss Decreased(0.01611--->0.01611) 	 Saving The Model
Validation Loss Decreased(0.01611--->0.01611) 	 Saving The Model
Validation Loss Decreased(0.01611--->0.01611) 	 Saving The Model
Validation Loss Decreased(0.01611--->0.01611) 	 Saving The Model
Validation Loss Decreased(0.01611--->0.01611) 	 Saving The Model
Validation Loss Decreased(0.01611--->0.01611) 	 Saving The Model
Validation Loss Decreased(0.01611--->0.01611) 	 Saving The Model
Validation Loss Decreased(0.01611--->0.01611) 	 Saving The Model
Validation Loss Decreased(0.01611--->0.01611) 	 Saving The Model
Validation Loss Decreased(0.01611--->0.01611) 	 Saving The Model
Validation Loss Decreased(0.01611--->0.01610) 	 Saving The Model
Validation Loss Decreased(0.01610--->0.01610) 	 Saving The Model
Validation Loss Decreased(0.01610--->0.01610) 	 Saving The Model
Validation Loss Decreased(0.01610--->0.01610) 	 Saving The Model
Validation Loss Decreased(0.01610--->0.01610) 	 Saving The Model
Validation Loss Decreased(0.01610--->0.01610) 	 Saving The Model
Validation Loss Decreased(0.01610--->0.01610) 	 Saving The Model
Validation Loss Decreased(0.01610--->0.01610) 	 Saving The Model
Validation Loss Decreased(0.01610--->0.01610) 	 Saving The Model
Validation Loss Decreased(0.01610--->0.01610) 	 Saving The Model
Validation Loss Decreased(0.01610--->0.01610) 	 Saving The Model
Validation Loss Decreased(0.01610--->0.01610) 	 Saving The Model
Validation Loss Decreased(0.01610--->0.01610) 	 Saving The Model
Validation Loss Decreased(0.01610--->0.01610) 	 Saving The Model
Epoch 2600 		 Training Loss: 0.01218 		 Validation Loss: 0.01610
Validation Loss Decreased(0.01610--->0.01610) 	 Saving The Model
Validation Loss Decreased(0.01610--->0.01610) 	 Saving The Model
Validation Loss Decreased(0.01610--->0.01610) 	 Saving The Model
Validation Loss Decreased(0.01610--->0.01610) 	 Saving The Model
Validation Loss Decreased(0.01610--->0.01610) 	 Saving The Model
Validation Loss Decreased(0.01610--->0.01609) 	 Saving The Model
Validation Loss Decreased(0.01609--->0.01609) 	 Saving The Model
Validation Loss Decreased(0.01609--->0.01609) 	 Saving The Model
Validation Loss Decreased(0.01609--->0.01609) 	 Saving The Model
Validation Loss Decreased(0.01609--->0.01609) 	 Saving The Model
Validation Loss Decreased(0.01609--->0.01609) 	 Saving The Model
Validation Loss Decreased(0.01609--->0.01609) 	 Saving The Model
Validation Loss Decreased(0.01609--->0.01609) 	 Saving The Model
Validation Loss Decreased(0.01609--->0.01609) 	 Saving The Model
Validation Loss Decreased(0.01609--->0.01609) 	 Saving The Model
Validation Loss Decreased(0.01609--->0.01609) 	 Saving The Model
Validation Loss Decreased(0.01609--->0.01609) 	 Saving The Model
Validation Loss Decreased(0.01609--->0.01609) 	 Saving The Model
Validation Loss Decreased(0.01609--->0.01609) 	 Saving The Model
Validation Loss Decreased(0.01609--->0.01609) 	 Saving The Model
Validation Loss Decreased(0.01609--->0.01609) 	 Saving The Model
Validation Loss Decreased(0.01609--->0.01609) 	 Saving The Model
Validation Loss Decreased(0.01609--->0.01609) 	 Saving The Model
Validation Loss Decreased(0.01609--->0.01609) 	 Saving The Model
Validation Loss Decreased(0.01609--->0.01608) 	 Saving The Model
Validation Loss Decreased(0.01608--->0.01608) 	 Saving The Model
Validation Loss Decreased(0.01608--->0.01608) 	 Saving The Model
Validation Loss Decreased(0.01608--->0.01608) 	 Saving The Model
Validation Loss Decreased(0.01608--->0.01608) 	 Saving The Model
Validation Loss Decreased(0.01608--->0.01608) 	 Saving The Model
Validation Loss Decreased(0.01608--->0.01608) 	 Saving The Model
Validation Loss Decreased(0.01608--->0.01608) 	 Saving The Model
Validation Loss Decreased(0.01608--->0.01608) 	 Saving The Model
Validation Loss Decreased(0.01608--->0.01608) 	 Saving The Model
Validation Loss Decreased(0.01608--->0.01608) 	 Saving The Model
Validation Loss Decreased(0.01608--->0.01608) 	 Saving The Model
Validation Loss Decreased(0.01608--->0.01608) 	 Saving The Model
Validation Loss Decreased(0.01608--->0.01608) 	 Saving The Model
Validation Loss Decreased(0.01608--->0.01608) 	 Saving The Model
Validation Loss Decreased(0.01608--->0.01608) 	 Saving The Model
Validation Loss Decreased(0.01608--->0.01608) 	 Saving The Model
Validation Loss Decreased(0.01608--->0.01608) 	 Saving The Model
Validation Loss Decreased(0.01608--->0.01608) 	 Saving The Model
Validation Loss Decreased(0.01608--->0.01608) 	 Saving The Model
Validation Loss Decreased(0.01608--->0.01607) 	 Saving The Model
Validation Loss Decreased(0.01607--->0.01607) 	 Saving The Model
Validation Loss Decreased(0.01607--->0.01607) 	 Saving The Model
Validation Loss Decreased(0.01607--->0.01607) 	 Saving The Model
Validation Loss Decreased(0.01607--->0.01607) 	 Saving The Model
Validation Loss Decreased(0.01607--->0.01607) 	 Saving The Model
Validation Loss Decreased(0.01607--->0.01607) 	 Saving The Model
Validation Loss Decreased(0.01607--->0.01607) 	 Saving The Model
Validation Loss Decreased(0.01607--->0.01607) 	 Saving The Model
Validation Loss Decreased(0.01607--->0.01607) 	 Saving The Model
Validation Loss Decreased(0.01607--->0.01607) 	 Saving The Model
Validation Loss Decreased(0.01607--->0.01607) 	 Saving The Model
Validation Loss Decreased(0.01607--->0.01607) 	 Saving The Model
Validation Loss Decreased(0.01607--->0.01607) 	 Saving The Model
Validation Loss Decreased(0.01607--->0.01607) 	 Saving The Model
Validation Loss Decreased(0.01607--->0.01607) 	 Saving The Model
Validation Loss Decreased(0.01607--->0.01607) 	 Saving The Model
Validation Loss Decreased(0.01607--->0.01607) 	 Saving The Model
Validation Loss Decreased(0.01607--->0.01607) 	 Saving The Model
Validation Loss Decreased(0.01607--->0.01606) 	 Saving The Model
Validation Loss Decreased(0.01606--->0.01606) 	 Saving The Model
Validation Loss Decreased(0.01606--->0.01606) 	 Saving The Model
Validation Loss Decreased(0.01606--->0.01606) 	 Saving The Model
Validation Loss Decreased(0.01606--->0.01606) 	 Saving The Model
Validation Loss Decreased(0.01606--->0.01606) 	 Saving The Model
Validation Loss Decreased(0.01606--->0.01606) 	 Saving The Model
Validation Loss Decreased(0.01606--->0.01606) 	 Saving The Model
Validation Loss Decreased(0.01606--->0.01606) 	 Saving The Model
Validation Loss Decreased(0.01606--->0.01606) 	 Saving The Model
Validation Loss Decreased(0.01606--->0.01606) 	 Saving The Model
Validation Loss Decreased(0.01606--->0.01606) 	 Saving The Model
Validation Loss Decreased(0.01606--->0.01606) 	 Saving The Model
Validation Loss Decreased(0.01606--->0.01606) 	 Saving The Model
Validation Loss Decreased(0.01606--->0.01606) 	 Saving The Model
Validation Loss Decreased(0.01606--->0.01606) 	 Saving The Model
Validation Loss Decreased(0.01606--->0.01606) 	 Saving The Model
Validation Loss Decreased(0.01606--->0.01606) 	 Saving The Model
Validation Loss Decreased(0.01606--->0.01606) 	 Saving The Model
Validation Loss Decreased(0.01606--->0.01606) 	 Saving The Model
Validation Loss Decreased(0.01606--->0.01605) 	 Saving The Model
Validation Loss Decreased(0.01605--->0.01605) 	 Saving The Model
Validation Loss Decreased(0.01605--->0.01605) 	 Saving The Model
Validation Loss Decreased(0.01605--->0.01605) 	 Saving The Model
Validation Loss Decreased(0.01605--->0.01605) 	 Saving The Model
Validation Loss Decreased(0.01605--->0.01605) 	 Saving The Model
Validation Loss Decreased(0.01605--->0.01605) 	 Saving The Model
Validation Loss Decreased(0.01605--->0.01605) 	 Saving The Model
Validation Loss Decreased(0.01605--->0.01605) 	 Saving The Model
Validation Loss Decreased(0.01605--->0.01605) 	 Saving The Model
Validation Loss Decreased(0.01605--->0.01605) 	 Saving The Model
Validation Loss Decreased(0.01605--->0.01605) 	 Saving The Model
Validation Loss Decreased(0.01605--->0.01605) 	 Saving The Model
Validation Loss Decreased(0.01605--->0.01605) 	 Saving The Model
Validation Loss Decreased(0.01605--->0.01605) 	 Saving The Model
Validation Loss Decreased(0.01605--->0.01605) 	 Saving The Model
Validation Loss Decreased(0.01605--->0.01605) 	 Saving The Model
Epoch 2700 		 Training Loss: 0.01214 		 Validation Loss: 0.01605
Validation Loss Decreased(0.01605--->0.01605) 	 Saving The Model
Validation Loss Decreased(0.01605--->0.01605) 	 Saving The Model
Validation Loss Decreased(0.01605--->0.01605) 	 Saving The Model
Validation Loss Decreased(0.01605--->0.01604) 	 Saving The Model
Validation Loss Decreased(0.01604--->0.01604) 	 Saving The Model
Validation Loss Decreased(0.01604--->0.01604) 	 Saving The Model
Validation Loss Decreased(0.01604--->0.01604) 	 Saving The Model
Validation Loss Decreased(0.01604--->0.01604) 	 Saving The Model
Validation Loss Decreased(0.01604--->0.01604) 	 Saving The Model
Validation Loss Decreased(0.01604--->0.01604) 	 Saving The Model
Validation Loss Decreased(0.01604--->0.01604) 	 Saving The Model
Validation Loss Decreased(0.01604--->0.01604) 	 Saving The Model
Validation Loss Decreased(0.01604--->0.01604) 	 Saving The Model
Validation Loss Decreased(0.01604--->0.01604) 	 Saving The Model
Validation Loss Decreased(0.01604--->0.01604) 	 Saving The Model
Validation Loss Decreased(0.01604--->0.01604) 	 Saving The Model
Validation Loss Decreased(0.01604--->0.01604) 	 Saving The Model
Validation Loss Decreased(0.01604--->0.01604) 	 Saving The Model
Validation Loss Decreased(0.01604--->0.01604) 	 Saving The Model
Validation Loss Decreased(0.01604--->0.01604) 	 Saving The Model
Validation Loss Decreased(0.01604--->0.01604) 	 Saving The Model
Validation Loss Decreased(0.01604--->0.01604) 	 Saving The Model
Validation Loss Decreased(0.01604--->0.01604) 	 Saving The Model
Validation Loss Decreased(0.01604--->0.01603) 	 Saving The Model
Validation Loss Decreased(0.01603--->0.01603) 	 Saving The Model
Validation Loss Decreased(0.01603--->0.01603) 	 Saving The Model
Validation Loss Decreased(0.01603--->0.01603) 	 Saving The Model
Validation Loss Decreased(0.01603--->0.01603) 	 Saving The Model
Validation Loss Decreased(0.01603--->0.01603) 	 Saving The Model
Validation Loss Decreased(0.01603--->0.01603) 	 Saving The Model
Validation Loss Decreased(0.01603--->0.01603) 	 Saving The Model
Validation Loss Decreased(0.01603--->0.01603) 	 Saving The Model
Validation Loss Decreased(0.01603--->0.01603) 	 Saving The Model
Validation Loss Decreased(0.01603--->0.01603) 	 Saving The Model
Validation Loss Decreased(0.01603--->0.01603) 	 Saving The Model
Validation Loss Decreased(0.01603--->0.01603) 	 Saving The Model
Validation Loss Decreased(0.01603--->0.01603) 	 Saving The Model
Validation Loss Decreased(0.01603--->0.01603) 	 Saving The Model
Validation Loss Decreased(0.01603--->0.01603) 	 Saving The Model
Validation Loss Decreased(0.01603--->0.01603) 	 Saving The Model
Validation Loss Decreased(0.01603--->0.01603) 	 Saving The Model
Validation Loss Decreased(0.01603--->0.01603) 	 Saving The Model
Validation Loss Decreased(0.01603--->0.01603) 	 Saving The Model
Validation Loss Decreased(0.01603--->0.01603) 	 Saving The Model
Validation Loss Decreased(0.01603--->0.01602) 	 Saving The Model
Validation Loss Decreased(0.01602--->0.01602) 	 Saving The Model
Validation Loss Decreased(0.01602--->0.01602) 	 Saving The Model
Validation Loss Decreased(0.01602--->0.01602) 	 Saving The Model
Validation Loss Decreased(0.01602--->0.01602) 	 Saving The Model
Validation Loss Decreased(0.01602--->0.01602) 	 Saving The Model
Validation Loss Decreased(0.01602--->0.01602) 	 Saving The Model
Validation Loss Decreased(0.01602--->0.01602) 	 Saving The Model
Validation Loss Decreased(0.01602--->0.01602) 	 Saving The Model
Validation Loss Decreased(0.01602--->0.01602) 	 Saving The Model
Validation Loss Decreased(0.01602--->0.01602) 	 Saving The Model
Validation Loss Decreased(0.01602--->0.01602) 	 Saving The Model
Validation Loss Decreased(0.01602--->0.01602) 	 Saving The Model
Validation Loss Decreased(0.01602--->0.01602) 	 Saving The Model
Validation Loss Decreased(0.01602--->0.01602) 	 Saving The Model
Validation Loss Decreased(0.01602--->0.01602) 	 Saving The Model
Validation Loss Decreased(0.01602--->0.01602) 	 Saving The Model
Validation Loss Decreased(0.01602--->0.01602) 	 Saving The Model
Validation Loss Decreased(0.01602--->0.01602) 	 Saving The Model
Validation Loss Decreased(0.01602--->0.01602) 	 Saving The Model
Validation Loss Decreased(0.01602--->0.01601) 	 Saving The Model
Validation Loss Decreased(0.01601--->0.01601) 	 Saving The Model
Validation Loss Decreased(0.01601--->0.01601) 	 Saving The Model
Validation Loss Decreased(0.01601--->0.01601) 	 Saving The Model
Validation Loss Decreased(0.01601--->0.01601) 	 Saving The Model
Validation Loss Decreased(0.01601--->0.01601) 	 Saving The Model
Validation Loss Decreased(0.01601--->0.01601) 	 Saving The Model
Validation Loss Decreased(0.01601--->0.01601) 	 Saving The Model
Validation Loss Decreased(0.01601--->0.01601) 	 Saving The Model
Validation Loss Decreased(0.01601--->0.01601) 	 Saving The Model
Validation Loss Decreased(0.01601--->0.01601) 	 Saving The Model
Validation Loss Decreased(0.01601--->0.01601) 	 Saving The Model
Validation Loss Decreased(0.01601--->0.01601) 	 Saving The Model
Validation Loss Decreased(0.01601--->0.01601) 	 Saving The Model
Validation Loss Decreased(0.01601--->0.01601) 	 Saving The Model
Validation Loss Decreased(0.01601--->0.01601) 	 Saving The Model
Validation Loss Decreased(0.01601--->0.01601) 	 Saving The Model
Validation Loss Decreased(0.01601--->0.01601) 	 Saving The Model
Validation Loss Decreased(0.01601--->0.01601) 	 Saving The Model
Validation Loss Decreased(0.01601--->0.01601) 	 Saving The Model
Validation Loss Decreased(0.01601--->0.01601) 	 Saving The Model
Validation Loss Decreased(0.01601--->0.01600) 	 Saving The Model
Validation Loss Decreased(0.01600--->0.01600) 	 Saving The Model
Validation Loss Decreased(0.01600--->0.01600) 	 Saving The Model
Validation Loss Decreased(0.01600--->0.01600) 	 Saving The Model
Validation Loss Decreased(0.01600--->0.01600) 	 Saving The Model
Validation Loss Decreased(0.01600--->0.01600) 	 Saving The Model
Validation Loss Decreased(0.01600--->0.01600) 	 Saving The Model
Validation Loss Decreased(0.01600--->0.01600) 	 Saving The Model
Validation Loss Decreased(0.01600--->0.01600) 	 Saving The Model
Validation Loss Decreased(0.01600--->0.01600) 	 Saving The Model
Validation Loss Decreased(0.01600--->0.01600) 	 Saving The Model
Validation Loss Decreased(0.01600--->0.01600) 	 Saving The Model
Validation Loss Decreased(0.01600--->0.01600) 	 Saving The Model
Validation Loss Decreased(0.01600--->0.01600) 	 Saving The Model
Validation Loss Decreased(0.01600--->0.01600) 	 Saving The Model
Epoch 2800 		 Training Loss: 0.01210 		 Validation Loss: 0.01600
Validation Loss Decreased(0.01600--->0.01600) 	 Saving The Model
Validation Loss Decreased(0.01600--->0.01600) 	 Saving The Model
Validation Loss Decreased(0.01600--->0.01600) 	 Saving The Model
Validation Loss Decreased(0.01600--->0.01600) 	 Saving The Model
Validation Loss Decreased(0.01600--->0.01600) 	 Saving The Model
Validation Loss Decreased(0.01600--->0.01600) 	 Saving The Model
Validation Loss Decreased(0.01600--->0.01599) 	 Saving The Model
Validation Loss Decreased(0.01599--->0.01599) 	 Saving The Model
Validation Loss Decreased(0.01599--->0.01599) 	 Saving The Model
Validation Loss Decreased(0.01599--->0.01599) 	 Saving The Model
Validation Loss Decreased(0.01599--->0.01599) 	 Saving The Model
Validation Loss Decreased(0.01599--->0.01599) 	 Saving The Model
Validation Loss Decreased(0.01599--->0.01599) 	 Saving The Model
Validation Loss Decreased(0.01599--->0.01599) 	 Saving The Model
Validation Loss Decreased(0.01599--->0.01599) 	 Saving The Model
Validation Loss Decreased(0.01599--->0.01599) 	 Saving The Model
Validation Loss Decreased(0.01599--->0.01599) 	 Saving The Model
Validation Loss Decreased(0.01599--->0.01599) 	 Saving The Model
Validation Loss Decreased(0.01599--->0.01599) 	 Saving The Model
Validation Loss Decreased(0.01599--->0.01599) 	 Saving The Model
Validation Loss Decreased(0.01599--->0.01599) 	 Saving The Model
Validation Loss Decreased(0.01599--->0.01599) 	 Saving The Model
Validation Loss Decreased(0.01599--->0.01599) 	 Saving The Model
Validation Loss Decreased(0.01599--->0.01599) 	 Saving The Model
Validation Loss Decreased(0.01599--->0.01599) 	 Saving The Model
Validation Loss Decreased(0.01599--->0.01599) 	 Saving The Model
Validation Loss Decreased(0.01599--->0.01599) 	 Saving The Model
Validation Loss Decreased(0.01599--->0.01598) 	 Saving The Model
Validation Loss Decreased(0.01598--->0.01598) 	 Saving The Model
Validation Loss Decreased(0.01598--->0.01598) 	 Saving The Model
